所属模块,用例标题,前置条件,步骤,预期,优先级,用例类型,适用阶段
/登录(#2),修改登录密码，新密码和确认新密码不一致,"1. 正常打开登录页面
2. 管理员用户成功登录","1. 点击右上角的密码修改
2. 输入正确原始密码‘Woniu456’
3. 输入9位新密码‘
1234567sW’
4. 输入确认新密码‘
1234568sW’
5. 点击确定
6. 点击关闭按钮","1. 
2. 输入成功，并且密文显示
3. 输入成功，并且密文显示
4. 输入成功，并且密文显示
5. 弹出‘两次新密码输入不一致.’提示框
6. 密码修改对话框没有关闭",3,功能测试,"
功能测试阶段"
/登录(#2),修改登录密码，修改成功后是否可以用新密码成功登录,1. 正常打开登录页面,"
1. 管理员输入用户名‘WNCD000’
2. 输入密码‘Woniu456’
3. 输入实时验证码
4. 点击登录按钮","1. 
2. 
3. 
4. 使用新密码登录成功",2,功能测试,"
功能测试阶段"
/登录(#2),修改二级密码，输入错误原始密码,"1. 正常打开登录页面
2. 管理员用户成功登录","1. 点击右上角的密码修改，点击‘二级密码’
2. 输入错误原二级密码‘woniu1234’
3. 输入新密码‘woniu456’
4. 输入确认新密码‘woniu456’
5. 点击确定
6. 点击确定","1. 
2. 输入成功，并且密文显示
3. 输入成功，并且密文显示
4. 输入成功，并且密文显示
5. 弹出‘原始密码错误，请重新输入’提示框
6. 密码修改对话框没有关闭，并且三个输入框内容全部清空",3,功能测试,"
功能测试阶段"
/登录(#2),修改二级密码，新密码输入框输入7位大小写字母+数字新密码,"1. 正常打开登录页面
2. 管理员用户成功登录","1. 点击右上角的密码修改，点击‘二级密码’
2. 输入正确原二级密码‘woniu123’
3. 输入7位新密码‘Woniu45’
4. 输入确认新密码‘Woniu45’
5. 点击确定
6. 点击确定","1. 
2. 输入成功，并且密文显示
3. 输入成功，并且密文显示
4. 输入成功，并且密文显示
5. 弹出‘新密码格式不正确,由8-20位大小写字母和数字组成.’提示框
6. 密码修改对话框没有关闭",3,功能测试,"
功能测试阶段"
/登录(#2),修改二级密码，新密码输入框输入21位大小写字母+数字新密码,"1. 正常打开登录页面
2. 管理员用户成功登录","1. 点击右上角的密码修改，点击‘二级密码’
2. 输入正确原二级密码‘woniu123’
3. 输入21位新密码‘Woniu1234567891234567’
4. 输入确认新密码‘Woniu1234567891234567’
5. 点击确定
6. 点击确定","1. 
2. 输入成功，并且密文显示
3. 输入成功，并且密文显示
4. 输入成功，并且密文显示
5. 弹出‘新密码格式不正确,由8-20位大小写字母和数字组成.’提示框
6. 密码修改对话框没有关闭",3,功能测试,"
功能测试阶段"
/登录(#2),修改二级密码，新密码输入框输入20位大小写字母+数字新密码,"1. 正常打开登录页面
2. 管理员用户成功登录","1. 点击右上角的密码修改，点击‘二级密码’
2. 输入正确原二级密码‘woniu123’
3. 输入20位新密码‘Woniu123456789123456’
4. 输入确认新密码‘Woniu123456789123456’
5. 点击确定
6. 点击关闭按钮","1. 
2. 输入成功，并且密文显示
3. 输入成功，并且密文显示
4. 输入成功，并且密文显示
5. 显示‘修改成功’提示信息
6. 密码修改对话框关闭",3,功能测试,"
功能测试阶段"
/登录(#2),修改二级密码，新密码输入框输入8位大小写字母+数字新密码,"1. 正常打开登录页面
2. 管理员用户成功登录","1. 点击右上角的密码修改，点击‘二级密码’
2. 输入正确原二级密码‘Woniu123456789123456’
3. 输入8位新密码‘Woniu456’
4. 输入确认新密码‘Woniu456’
5. 点击确定
6. 点击关闭按钮","1. 
2. 输入成功，并且密文显示
3. 输入成功，并且密文显示
4. 输入成功，并且密文显示
5. 显示‘修改成功’提示信息
6. 密码修改对话框关闭",3,功能测试,"
功能测试阶段"
/登录(#2),修改二级密码，新密码输入框输入只包含数字,"1. 正常打开登录页面
2. 管理员用户成功登录","1. 点击右上角的密码修改，点击‘二级密码’
2. 输入正确原二级密码‘Woniu456’
3. 输入9位新密码‘123456789’
4. 输入确认新密码‘123456789’
5. 点击确定
6. 点击关闭按钮","1. 
2. 输入成功，并且密文显示
3. 输入成功，并且密文显示
4. 输入成功，并且密文显示
5. 弹出‘新密码格式不正确,由8-20位大小写字母和数字组成.’提示框
6. 密码修改对话框没有关闭",3,功能测试,"
功能测试阶段"
/登录(#2),修改二级密码，新密码输入框输入只包含数字和小写字母,"1. 正常打开登录页面
2. 管理员用户成功登录","1. 点击右上角的密码修改，点击‘二级密码’
2. 输入正确原二级密码‘Woniu456’
3. 输入9位新密码‘12345678a’
4. 输入确认新密码‘12345678a’
5. 点击确定
6. 点击关闭按钮","1. 
2. 输入成功，并且密文显示
3. 输入成功，并且密文显示
4. 输入成功，并且密文显示
5. 弹出‘新密码格式不正确,由8-20位大小写字母和数字组成.’提示框
6. 密码修改对话框没有关闭",3,功能测试,"
功能测试阶段"
/登录(#2),修改二级密码，新密码输入框输入只包含数字和大写字母,"1. 正常打开登录页面
2. 管理员用户成功登录","1. 点击右上角的密码修改，点击‘二级密码’
2. 输入正确原二级密码‘Woniu456’
3. 输入9位新密码‘12345678S’
4. 输入确认新密码‘12345678S’
5. 点击确定
6. 点击关闭按钮","1. 
2. 输入成功，并且密文显示
3. 输入成功，并且密文显示
4. 输入成功，并且密文显示
5. 弹出‘新密码格式不正确,由8-20位大小写字母和数字组成.’提示框
6. 密码修改对话框没有关闭",3,功能测试,"
功能测试阶段"
/登录(#2),修改二级密码，新密码输入框输入包含数字和大小写字母和空格,"1. 正常打开登录页面
2. 管理员用户成功登录","1. 点击右上角的密码修改，点击‘二级密码’
2. 输入正确原二级密码‘Woniu456’
3. 输入9位新密码‘
12345 sW’
4. 输入确认新密码‘12345 sW’
5. 点击确定
6. 点击关闭按钮","1. 
2. 输入成功，并且密文显示
3. 输入成功，并且密文显示
4. 输入成功，并且密文显示
5. 弹出‘新密码格式不正确,由8-20位大小写字母和数字组成.’提示框
6. 密码修改对话框没有关闭",3,功能测试,"
功能测试阶段"
/登录(#2),修改二级密码，新密码输入框输入包含数字和大小写字母和特殊符号,"1. 正常打开登录页面
2. 管理员用户成功登录","1. 点击右上角的密码修改，点击‘二级密码’
2. 输入正确原二级密码‘Woniu456’
3. 输入9位新密码‘
12345%sW’
4. 输入确认新密码‘
12345%sW’
5. 点击确定
6. 点击关闭按钮","1. 
2. 输入成功，并且密文显示
3. 输入成功，并且密文显示
4. 输入成功，并且密文显示
5. 弹出‘新密码格式不正确,由8-20位大小写字母和数字组成.’提示框
6. 密码修改对话框没有关闭",3,功能测试,"
功能测试阶段"
/登录(#2),修改二级密码，新密码和确认新密码不一致,"1. 正常打开登录页面
2. 管理员用户成功登录","1. 点击右上角的密码修改，点击‘二级密码’
2. 输入正确原二级密码‘Woniu456’
3. 输入9位新密码‘
1234567sW’
4. 输入确认新密码‘
1234568sW’
5. 点击确定
6. 点击关闭按钮","1. 
2. 输入成功，并且密文显示
3. 输入成功，并且密文显示
4. 输入成功，并且密文显示
5. 弹出‘两次新密码输入不一致.’提示框
6. 密码修改对话框没有关闭",3,功能测试,"
功能测试阶段"
/登录(#2),修改二级密码，修改成功后是否可以用新密码解密,"1. 正常打开登录页面
2. 管理员用户成功登录","1. 点击解密
2. 输入修改过的二级密码‘Woniu456’
3. 点击确定按钮
","1. 
2. 
3. 解密成功，网页加密信息明文显示",2,功能测试,"
功能测试阶段"
/登录(#2),管理员角色登录具备所有操作权限,1. 正常打开登录页面,"1. 在用户名输入框输入管理员账号‘WNCD000'
2. 在密码输入框输入管理员密码‘woniu123’
3. 在验证码输入框输入实时验证码
4. 点击登录按钮
5. 查看是否显示所有模块信息，及所有模块可以操作","1. 
2. 
3. 
4. 登录成功，左上角显示管理员所在的地区、部门和管理员名字
5. 所有模块链接全部显示，每个模块的查询、搜索、新增、修改、测评、降级、考勤、解密等操作功能全部可用",2,功能测试,"
功能测试阶段"
/登录(#2),总经理具有所有的查看功能,1. 正常打开登录页面,"1. 在用户名输入框输入总经理账号‘WNCD001'
2. 在密码输入框输入总经理密码‘woniu123’
3. 在验证码输入框输入实时验证码
4. 点击登录按钮
5. 查看是否显示所有模块信息，所有模块只可以查看，不可以操作","1. 
2. 
3. 
4. 登录成功，左上角显示总经理所在的地区、部门和总经理姓名
5. 所有模块链接全部显示，每个模块的查询、搜索、解密功能全部可用、当操作新增、修改、测评、降级、考勤、等操作功能时弹窗提示‘您没有该权限’",2,功能测试,"
功能测试阶段"
/登录(#2),副总经理具有所有的查看功能,1. 正常打开登录页面,"1. 在用户名输入框输入副总经理账号‘WNCD001'
2. 在密码输入框输入副总经理密码‘woniu123’
3. 在验证码输入框输入实时验证码
4. 点击登录按钮
5. 查看是否显示所有模块信息，所有模块只可以查看，不可以操作","1. 
2. 
3. 
4. 登录成功，左上角显示副总经理所在的地区、部门和副总经理姓名
5. 所有模块链接全部显示，每个模块的查询、搜索、解密功能全部可用、当操作新增、修改、测评、降级、考勤、等操作功能时弹窗提示‘您没有该权限’",2,功能测试,"
功能测试阶段"
/登录(#2),咨询主管角色登录的权限检查,1. 正常打开登录页面,"1. 在用户名输入框输入咨询主管账号‘WNCD011'
2. 在密码输入框输入咨询主管密码‘woniu123’
3. 在验证码输入框输入实时验证码
4. 点击登录按钮
5. 验证权限","1. 
2. 
3. 
4. 登录成功，左上角显示咨询主管所在的地区、部门和咨询主管姓名
5. 除过财务管理模块，其他模块链接全部显示，具有所属区域的资源管理模块的资源查看、新增、分配、修改；公共池：资源的认领和废弃；自己的资源跟踪权限及其他模块的查看权限，当操作其他模块新增、修改、测评、降级、考勤等操作功能时弹窗提示‘您没有该权限’",2,功能测试,"
功能测试阶段"
/登录(#2),教学主管角色登录的权限检查,1. 正常打开登录页面,"1. 在用户名输入框输入教学主管账号‘WNCD005'
2. 在密码输入框输入教学主管密码‘woniu123’
3. 在验证码输入框输入实时验证码
4. 点击登录按钮
5. 验证权限","1. 
2. 
3. 
4. 登录成功，左上角显示教学主管所在的地区、部门和教学主管姓名
5. 除过财务管理模块，其他模块链接全部显示，只具有学员管理模块的所有操作权限及其他模块（除过资源管理模块）的查看权限，当操作其他模块新增、修改、上传等操作功能时弹窗提示‘您没有该权限’",2,功能测试,"
功能测试阶段"
/登录(#2),咨询师角色登录的权限检查,1. 正常打开登录页面,"1. 在用户名输入框输入咨询师账号‘WNCD023'
2. 在密码输入框输入咨询师密码‘woniu123’
3. 在验证码输入框输入实时验证码
4. 点击登录按钮
5. 验证权限","1. 
2. 
3. 
4. 登录成功，左上角显示咨询师所在的地区、部门和咨询师姓名
5. 除过财务管理模块，其他模块链接全部显示，只有资源管理模块资源的新增，查看，跟踪，废弃，认领及其他模块的查看权限，不具有资源管理模块的修改及分配权限，当操作其他模块新增、修改、上传等操作功能时弹窗提示‘您没有该权限’",2,功能测试,"
功能测试阶段"
/登录(#2),讲师角色登录的权限检查,1. 正常打开登录页面,"1. 在用户名输入框输入咨询师账号‘WNCD051'
2. 在密码输入框输入咨询师密码‘woniu123’
3. 在验证码输入框输入实时验证码
4. 点击登录按钮
5. 验证权限","1. 
2. 
3. 
4. 登录成功，左上角显示讲师所在的地区、部门和讲师姓名
5. 除过财务管理模块，其他模块链接全部显示，只具有学员管理模块查看学员信息、任教班级的考勤、晨考、请假、分班、降级、测评、阶段考试等及其他模块（除过资源管理模块）的查看权限，不具有学员管理模块的排课权限，当操作其他模块新增、修改、上传等操作功能时弹窗提示‘您没有该权限’",2,功能测试,"
功能测试阶段"
